Titre,Localisation,Surface_m2,Prix_FCFA,Image
Appt f4 a louer,"Ngor, Dakar",,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/be539a6743bec6e5914e0ffd33e51d55/-/horizon-files-prod/ed/picture/qpdgd29j/3abd3977aab6522c2d5e0a4559f795160e4f6124.jpg
Appartement luxueux aux almadies,"Almadies, Dakar",,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2f194b8959759a64c223552cc99f1306/-/horizon-files-prod/ed/picture/qv4dgwz5/dedbad3c543033752bbba15b392156f7219f0de9.jpg
Appartement fann,"Fann, Dakar",200.0,950000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fd0738e960025d56b3c72300fa7c6538/-/horizon-files-prod/ed/picture/qpdggwpv/0b5d046e5c3cc2917b2e3574bdf873527cd3cfc8.png
Almadies avec terrasse,"Almadies, Dakar",300.0,850000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/704330faab992beb44ae5ff15cfae8c7/-/horizon-files-prod/ed/picture/qenvxdwv/164afb2c7af38b97639bed62e7e23af1135dc363.jpg
Plateau appartement 3 chambres à louer sur le haut plateau,"Plateau, Dakar",250.0,2250000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/15f09efc2c6f828eef7893ab6a9c4fa2/-/horizon-files-prod/ed/picture/qrzvxkeg/2248573832fe4599632ac9df176051dad40c5117.jpg
Appartement f3 non-meublé au plateau,"Plateau, Dakar",,600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6d77b0a7e54d219fb849b09333f575e8/-/horizon-files-prod/ed/picture/qenr9qv5/a81f6ee8bdb14ddddfd6e4906dd81216facdcecd.jpg
Appartement f4 à louer à yoff virage,"Virage, Dakar",,1200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5b86fb7642bcee06d0dec5131dda7779/-/horizon-files-prod/ed/picture/q9mk599n/ce13442a4ccfd072d69a65dc4b10ea920eff7edc.jpg
Appartement duplex f4 à louer aux mamelles,"Mamelles, Dakar",200.0,1100000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d9a0d3af3c50524135a044ecd71de4f7/-/horizon-files-prod/ed/picture/q9mk598n/e1c5e26bfb1ae3d492b3311a968798fb45b309ba.jpg
Appartement f4 à louer à almadie 2 rufisque,"Almadies 2, Dakar",,270000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5efe213cd50a4aa96fedf48aab876a3c/-/horizon-files-prod/ed/picture/qq42e087/8eeac7943ab7fcec8ce2b3b8aeec440c60eadf86.jpg
Fenêtre mermoz : f2 incroyable avec vue sur mer,"Fenêtre Mermoz, Dakar",140.0,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ef14c7774494ebc7c634e97d7c14179c/-/horizon-files-prod/ed/picture/q8vmmxk7/6cadb54e1dd9fa8af4c3d197364b9c8a44674250.jpg
Centre mermoz : magnifique duplex type f4,"Mermoz, Dakar",410.0,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/290bb9e56a784bfc5706a26a4b2a7890/-/horizon-files-prod/ed/picture/qq4zd684/2faaa48a3b7b3266eefaf98b3496eb6d5de6b6bc.jpg
Almadies : majestueux et lumineux appartement à louer,"Almadies, Dakar",300.0,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1e26d1acfcb7fc73fdd47e2fa4dca6d3/-/horizon-files-prod/ed/picture/qgqmm92k/a37bb983e973272fce5c6d29b0333e74890930ed.jpg
Fann résidence : spacieux et lumineux f3 a louer,"Fann, Dakar",150.0,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f7158c7313529da7a44437c5b1ef7fbe/-/horizon-files-prod/ed/picture/q6xqqkmg/93f5cb3293310eece4478772171638a7eb97423a.jpg
Almadies : appartement f3 exceptionnel à louer,"Almadies, Dakar",173.0,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8e676367e3627918c5b1c4cf79314cd6/-/horizon-files-prod/ed/picture/q0gkknxk/24682ed9b34128eab64e6b8fc6dabeb3e238df8a.jpg
Appartement à louer residence aya,"Liberte 6, Dakar",115.0,400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/65b73fa0db328bfec6238fa8c174a4d6/-/horizon-files-prod/ed/picture/q78jp79d/d881b10d94ac8044976113d4c7138da76ee5220e.jpg
Plateau appartement 4 chambres à louer vue sur mer,"Plateau, Dakar",250.0,2000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/04f132f85452cde44ee6b1889c580299/-/horizon-files-prod/ed/picture/qrz84xe8/b89e12b416aeb3ba4bb3e790c2b056286113e346.jpg
2 chambres salon à louer à yoff aeroport,"Yoff, Dakar",,450000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/305703239077a893c7ac755bd630aa31/-/horizon-files-prod/ed/picture/qm50mn4r/e63c629245398b99a45b27fd5260da1cc115589b.jpg
3 chambres salon à louer à la cité keur gorgui,"Cité Keur Gorgui, Dakar",165.0,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c9c5099c74d9e5b34cdc5a047f7bd811/-/horizon-files-prod/ed/picture/qngpvrqg/7925366d72d6d073aa7431b3b9cef45ffb5a49f1.jpg
Appartement rdc à louer à sacré coeur 3 vdn,"Sicap Sacré-Cœur, Dakar",,400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/75dbd7922f798bff5036abb7808ed164/-/horizon-files-prod/ed/picture/qzv8z4xg/18c351b44230aa6d92b66a889bb537d4c40fbc13.jpg
Appartement f3 à louer à zac mbao,"Zac Mbao, Dakar",,150000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/10848cc3e58b95e6a2be1579daa93a43/-/horizon-files-prod/ed/picture/qpdg0w84/e7f6d422ed34a5fdd3bf674af0c899a71758b3e2.jpg
Appartement f4 point e,"Point-E, Dakar",150.0,800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6543e4f2b9883e379af50aa61d860fc6/-/horizon-files-prod/ed/picture/qzv8zv4k/055f716b639c77ab0b9583dcd9119b9ca078e88a.jpg
Standing appartement f4 dans la cité mbackiyoufaye,"Mamelles, Dakar",,650000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b85cc0b049a1022b33b4a5cb1bdad88e/-/horizon-files-prod/ed/picture/qwepkv74/807b7f93a80a731a658908d6ff1946a636dd733f.jpg
Appartement f4 à louer dans la cité touba renaissance,"Mamelles, Dakar",,450000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e08e72bc15a3b3766973bbb794cd6bf0/-/horizon-files-prod/ed/picture/q78w4m9z/2201b0b2385a0f03e8fb077d3bff824413ba734c.jpg
Appartement meublé à louer,"Almadies, Dakar",0.0,35000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/db88a76249b8e61041360357fbe53b2f/-/horizon-files-prod/ed/picture/q2jkkpgq/130d9175f77591ac8023e45d9a30271c1eca5a0f.jpg
Appartements f5 à louer aux almadies route meridien,"Almadies, Dakar",266.0,2000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9a9b7c96f46b05f2e04e7fca203cf83c/-/horizon-files-prod/ed/picture/qkr8r9xn/c1d91787aa88ad8b0cd328c798c4ffe4b99849ef.jpg
Très grand appartement f4 à louer au point e,"Point-E, Dakar",,1400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6d30ec647f653c43afb8de78c9f0977a/-/horizon-files-prod/ed/picture/qv4evxzv/f5669364f81b618d31348970d5965687930aa6ae.jpg
Appartements à louer,"Sacré-Cœur, Dakar",170.0,1,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f42eac45cf95467a05d3061d4cf75189/-/horizon-files-prod/ed/picture/qde9978r/0e100c3aac795cad1d9694b913ffa50d00c6dece.jpg
Villa commerciale mermoz de 10 pièces,"Mermoz, Dakar",700.0,3000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/24b2f860fa068368744ce39406d4e198/-/horizon-files-prod/ed/picture/qm5008r2/ead23853da449d24fe8fbcda5f93b4fab0d2b189.jpg
Très joli f4 épuré neuf très moderne aux almadies,"Almadies, Dakar",225.0,2000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5822b6757c7e705a82d430088d3bbbb8/-/horizon-files-prod/ed/picture/qrzrrdqx/8f32bf65b4a4753126cea7b874cc33b2f2ab4a89.jpg
Appartement 4chambres à louer aux almadies,"Almadies, Dakar",280.0,1700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/73191305fdee69f9cc98732edf716f1e/-/horizon-files-prod/ed/picture/q8vm45pj/4685c0cbbb176459c09226c81034521a700d6c6e.jpg
Appartement avec terrasse privé à louer à mermoz,"Mermoz, Dakar",170.0,800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/269802b92d8ab1e1801e471895be967f/-/horizon-files-prod/ed/picture/qwerzvmz/b5ca3337d2a689553b976dcec89a315a3295b83f.jpg
Appartement f3 a louer a fann residence,"Fann, Dakar",125.0,1200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a4c1348a2b0a13dad4bbc288b36cdee5/-/horizon-files-prod/ed/picture/qrzrrpg5/abb4095c2a697bb97aea39a20c1c109818ccc6f6.jpg
Appartement standing maristes f2 à f4,"Hann Maristes, Dakar",90.0,300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b55509457f1cced9ea757416c222e919/-/horizon-files-prod/ed/picture/qngpkddg/e1d0ff76479e69175f53c990c18e2d295b8a536a.jpg
Appartement à louer à fann résidence,"Fann, Dakar",,2500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dfadb964809cecf059c1bd47a1fba513/-/horizon-files-prod/ed/picture/qwerr5rz/fd7f84502bb73637d89635c4f467e360198db191.jpg
Appartement à louer à cité keur gorgui,"Vdn, Dakar",115.0,500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a9681795e173ecde3e8074e6bb59acc8/-/horizon-files-prod/ed/picture/q6xqqpjn/fbb7cfada060de2642af7c19d8e6c28acfe83e53.jpg
"Joli appartement 2 chambres 1 salon , cité ataya","Nord Foire, Dakar",100.0,325000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a8ac60c54be54087774857107bc68cf9/-/horizon-files-prod/ed/picture/q56ppjex/de9ba71a0e3b6dc23a9c0a857f72b0ae830cc78b.jpg
Mini studio a ouest foire,"Ouest Foire, Dakar",,125000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7c0b5b5a61be7914b169b22363655943/-/horizon-files-prod/ed/picture/qj466kx8/b68ef312cceca267753c5d626c997cadb28c4f6e.jpg
Studio neuf a louer à ouest foire,"Ouest Foire, Dakar",,175000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b942929e0a24d072faa243983f5af902/-/horizon-files-prod/ed/picture/q8vmm69x/1c47007b060799bd5080b6b345d6dd0cfead1c89.jpg
Magnifique appartement f4 à louer,"Liberte 3, Dakar",,580000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8b366847f602c60ff03db210a0868286/-/horizon-files-prod/ed/picture/qq4z2rjw/a8d344ee6b113adf0b4284f3530bd141bbbf6ca0.jpg
Appartement à louer point e,"Point-E, Dakar",25.0,650000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0a11ee3a2b097893e77820c53a636578/-/horizon-files-prod/ed/picture/qxj887mw/2b34acc2d8b89b8afe061256c2e90ac3e66c84a3.jpg
F4 neuf à louer aux mamelles,"Mamelles, Dakar",150.0,960000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/755b372c16bf55c4a0144bdf3785bec0/-/horizon-files-prod/ed/picture/qq4zzrjn/cb993bf81b8ca4941946e955bb0f77bf2c0a5504.jpg
Appartements a louer saly center,"Saly, Thiès",90.0,350000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/aebb766bf13937865c04e4a8777dd5f6/-/horizon-files-prod/ed/picture/q6xd8j2v/d587b7d9d67f2d0c447f219c46b4cba8d744654c.jpg
F4 moderne et neuf visible aux mamelles,"Mamelles, Dakar",150.0,750000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8d3f0846ab7fde547e7a89dfe2863d12/-/horizon-files-prod/ed/picture/qv4ddj7x/44c6dd2220397a7f9bf306ba60082e37643e8fc3.jpg
Magnifique f4 neuf aux mamelles,"Mamelles, Dakar",150.0,800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/710d02d3b285e569711b4b59101588e5/-/horizon-files-prod/ed/picture/q6xqqjev/ecd8a866c2f1750a23bf0730c5558700a18ef66b.jpg
Villa neuve r+2 aux mamelles,"Mamelles, Dakar",150.0,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/21258a3a7d378d148499e587240190af/-/horizon-files-prod/ed/picture/qwerr64z/5b398f244898a591a3f3b538c03fd76e9cd9bdb4.jpg
Cite kalia,"Zone De Captage, Dakar",,665000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ae7ac98674f0a67428e6290963c4ab62/-/horizon-files-prod/ed/picture/qm5g8mrg/f7d79c596abbd39711b4c5459167a0f28120bb2c.jpg
Appartement f4 à louer,"Point-E, Dakar",,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e4f6a9250d6b4e61458ec3c0b9af372f/-/horizon-files-prod/ed/picture/q56ppk92/defa9499a64e8e8e50df12fc82a1dc5fa89164ab.jpg
Makarim,"Virage, Dakar",177.0,1600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bd9bb44a5346c5655e94e047cc70535e/-/horizon-files-prod/ed/picture/qxjpvg8n/fc152db8d9d728d1a65a436c09a3bc34f9833bc5.png
Villa en bordure de mer à louer à yoff virage,"Yoff, Dakar",900.0,4000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4a652ccf26dca2fec9dc12af2b1c5eae/-/horizon-files-prod/ed/picture/qrzrrxr8/7ef765d13953a6dcc1ffb32a55840168507467aa.jpg
Appartement f4 à louer à la cité keur gorgui,"Cité Keur Gorgui, Dakar",,1,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a19c149cc1c899764a823ec8700d9560/-/horizon-files-prod/ed/picture/qq4zzrdv/9ee08b48fccce94bbc621865977fd3ee74db3e02.jpg
Appartement 3 chambres a louer à aquanique city v,"Virage, Dakar",,1300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/98c6ddf2bac0a237ac2d11927a2c3baa/-/horizon-files-prod/ed/picture/q445jkxm/93e48e574b53e7efa17c75ce1cf3b8725b2ee43c.jpg
Magnifique appartement mermoz,"Mermoz, Dakar",,700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/61ae463b77e8aac2606a896091f7ce5c/-/horizon-files-prod/ed/picture/qrzrvqvg/785dfcca6a826bd300cd5cdb19ca0df08fa8c1d8.jpg
Appartement f4 à louer à la cité djily mbaye (immeuble neuf),"Djily Mbaye, Dakar",,400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/14e0daea96a46c86703e4f3c0b1f380b/-/horizon-files-prod/ed/picture/qv4ddrqv/402406aa718fad7e6199534dd585aa9d206860b6.jpg
Studio à louer cité djily mbaye (immeuble neuf),"Djily Mbaye, Dakar",,279500,https://i.roamcdn.net/hz/ed/listing-thumb-224w/41e2643b9d4c1a744e64178d8626c8af/-/horizon-files-prod/ed/picture/qzv88ke6/a9abf2558b386ce3e3e68985541ed41335a5548c.jpg
Appartement meublé ou vide á louer,"Mamelles, Dakar",200.0,300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/da249341162da8794ff48100e27cadb2/-/horizon-files-prod/ed/picture/q6xqq80z/8612db3ee1daa5039707ac287a4f033183b66e0e.jpg
Appartement haut standing f3,"Almadies, Dakar",164.0,1400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ac4a01cd769e277c43016e82c30ff6b6/-/horizon-files-prod/ed/picture/qkr77km5/c1eb9e2810886360d80a5fdc5962ea09a462cc58.jpg
Appartement luxueux f5 (312 m2),"Almadies, Dakar",312.0,1800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c22da56377a812ee396db692343a8e39/-/horizon-files-prod/ed/picture/qxj88944/166487a0e7765c646d0c8af4f66a37301fbe3a67.jpg
Appartement f4 à louer à la zone b proche mairie point e,"Point-E, Dakar",180.0,1200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c160fa2727663ecbbeb6b7b9dd798aed/-/horizon-files-prod/ed/picture/qpdmpdpx/ed0a2dab7ededb8a5bfbb2b504f96fdbacdea71b.jpg
Appartement penthouse (533m2) aux almadies,"Almadies, Dakar",533.0,4351200,https://i.roamcdn.net/hz/ed/listing-thumb-224w/144b1f7aabfd6ad3b61cc4296e55e86b/-/horizon-files-prod/ed/picture/q4455wwv/664ce6fa1c614335d65554ae722bd5220ef60332.jpg
Appartement f5 à louer almadies - rte du king fahd,"Almadies, Dakar",,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/174b1fac74689760a5d7b9e41225517a/-/horizon-files-prod/ed/picture/qq4z7ze4/15ffab1b1291a246c9a51cd7f878f1129d12556a.jpg
Appartement à louer aux cœur de fan résidence,"Fann, Dakar",250.0,2300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/01840568ecc25dcb82f01134370b4841/-/horizon-files-prod/ed/picture/qj4qmqxd/3b5c55bb24c8470b4cd989934760ab5e091787f7.jpg
Appartement f3 à louer aux mamelles,"Mamelles, Dakar",,350000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a5d0992e8371e5c1d0ae06014cf2aebc/-/horizon-files-prod/ed/picture/qenrrz7k/e219c7596415ba970bf9fa68bf1765e67525729f.jpg
Villas neuves à vendre à ngaparou,"Ngaparou, Thiès",,200000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fff38684cb0e2c795fc7e43ad5d534ff/-/horizon-files-prod/ed/picture/q8vmmrx4/8abd23d8f574403abbe901baa1aeb1fcf1078ea0.jpg
Bel appartement f3 fann résidence 2ème étage,"Fann, Dakar",120.0,1200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ce0cf11ad70eab7707f0ef1c2952bd44/-/horizon-files-prod/ed/picture/qxj889qw/4fc03db0ca056dd28b3e46bf27847ccd54777db6.jpg
Appartement de 3 chambres salon à louer au virage,"Virage, Dakar",250.0,600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b1a11673f0eb8793dc5177466efdb162/-/horizon-files-prod/ed/picture/qde70007/304d44697f4f2fea20b057110429e18c8ba025e7.jpg
Studio sicap dieuppeul,"Dieuppeul, Dakar",70.0,175000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a3f8ddcb4c5462ba90bab41d09724eac/-/horizon-files-prod/ed/picture/q6xqq8kn/5eaa5a375b23da84c5befcadf24ea3784baec41c.png
Appartement f4 à louer à mermoz pyrotechnie,"Mermoz, Dakar",,900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dc73b1b3f1e4fa1ca89e3504b3211a72/-/horizon-files-prod/ed/picture/qzvp7n9v/0a240d1a9758a40aef618c56a1dbaff7baaceb2c.jpg
Appartement f4 à louer au point e,"Point-E, Dakar",,1700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c57943c88ae37b9992e022a7f957140a/-/horizon-files-prod/ed/picture/qde7gje2/353a87cb53b4088cd50a4bafa61b9cd597ababcd.jpg
Ref_2835_sey appartement à louer sur la vdn,"Vdn, Dakar",,450000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8491b9f194041631998d8307a715e900/-/horizon-files-prod/ed/picture/q56ppq62/5d963ec9735f4faffa5d103b6647ebf46b85b171.jpg
Appartement penthouse f5 (440m2) aux almadies,"Almadies, Dakar",440.0,3000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9fae200c9bf728cd83fe25379c641fec/-/horizon-files-prod/ed/picture/qkr77nmx/2e4bfadbde4f6edc318a22b2ec4321b233ee1944.jpg
Bureaux à louer,"Guediawaye, Dakar",150.0,300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a6c55ce5c9028ab20b532687ddcf26c6/-/horizon-files-prod/ed/picture/qenrrmzj/c901ec6b05ae7dc75192424c721ebf9917bc187e.jpg
Appartements 3 chambres à louer,"Vdn, Dakar",,550000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/348decdb99f94b1c557a95b62de9389a/-/horizon-files-prod/ed/picture/qenrrj0x/753b88efec615957e3f6f527e01869126c1d4dce.jpg
Studio à louer aux mamelles,"Mamelles, Dakar",,250000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/795fea8399a02f3157a57faf9fff62a1/-/horizon-files-prod/ed/picture/qxj88er4/d043c4b3560f29aaa52a6f75c9fcc02449527c3d.jpg
2 chambres salon à louer aux mamelles,"Mamelles, Dakar",,350000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/70d0fe6d8251a943423e473f8c30868c/-/horizon-files-prod/ed/picture/qzv885mx/955f5c3e36c557503806d084fe1fac1297943cbf.jpg
Appartement f3 à louer – aux mamelles,"Mamelles, Dakar",,700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/486b8007cee84c722f64361a47ce6f7f/-/horizon-files-prod/ed/picture/q8vmmx8p/2185f48ec1d4ed753b127a5189f2e20458013f21.jpg
Appartement f4 à louer à mermoz,"Mermoz, Dakar",,1036000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b6c0c69a73d81c3e755058c4c43e99c0/-/horizon-files-prod/ed/picture/q6xqq4wz/96da6ba3be4b731b88d613ce0c7eeade305aec5a.jpg
Ref_2834_gl à louer – bel appartement à fann résidence,"Fann, Dakar",,1200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ec22870203c7eceac8ba769aa8119ba6/-/horizon-files-prod/ed/picture/q9mkkgm7/57142d5d29da187dfea1f43c6f0c99438eaa52cb.jpg
Studio a louer au mamelles,"Mamelles, Dakar",150.0,350000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e37cc44574f5c28eee81b0cbbc763c3f/-/horizon-files-prod/ed/picture/q78jjr0g/983cc9a1b47149c8989047e94dfdc7b725e05610.jpg
Appartement à louer aux almadies,"Almadies, Dakar",,400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7ad400d036aade0e95f69ac8ceb55700/-/horizon-files-prod/ed/picture/q2jk0p28/316781b9d0ab6528eb63d750b3b556fad7faa08c.jpg
Appartement f5 à louer à ouakam brioche dorée,"Ouakam, Dakar",,450000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/adc464363148e3bb93659f453a73aedb/-/horizon-files-prod/ed/picture/q2jkqwmv/2ed64f7c6ad081e367f0ec8ee7f7c080778dd06b.jpg
Superbe appartement haut standing à louer aux mamelles,"Mamelles, Dakar",,700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d732a43d408d723435f77d945b438328/-/horizon-files-prod/ed/picture/qwerr5gz/7a859502353e6fb09ff84a1c9491df7bd3539409.jpg
Appartement 3 chambres salon a louer a zac mbao,"Zac Mbao, Dakar",150.0,220000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/aa797a8dfd92c126ce02e15e3261d338/-/horizon-files-prod/ed/picture/q9mkkdg7/9c1c0bfde8794a86c0c1607b8c94a1579b5317fd.jpg
Appartement à louer au mariste,"Hann Maristes, Dakar",120.0,300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7d340b03bbc67c45844e9e7b85862bea/-/horizon-files-prod/ed/picture/qv4w64jj/d2b7029d47f1f9cd54ef4393ad09155f81a40fdf.jpg
Appartement à louer almadies 330m2 sur la corniche,"Almadies, Dakar",330.0,2500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f869ada1266950d1d780e0cd9692f970/-/horizon-files-prod/ed/picture/q56pp5z5/60709df4622e4ac9c97dabac8c8053775f1e7653.jpg
Apparemment 2 chambres + salon à louer à sipres,"Liberte 6 Extension, Dakar",,330000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f296e17cda6562c7cf82cc594cf5dfbb/-/horizon-files-prod/ed/picture/qng99z7m/8a8fc33116656291751d97b8ff66da7b5909b6b2.jpg
Appartement à louer à mermoz,"Mermoz, Dakar",190.0,750000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/659d46452b1957e6285e83da2cbe0ac8/-/horizon-files-prod/ed/picture/qj46jrkr/ec6d8ed4eb824f75cf55d43fca4592cbfa4aad97.jpg
Appartement à louer à avenue blaise diagne,"Plateau, Dakar",,550000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5c932cafbcf09aef3a805bd5b2ddaed5/-/horizon-files-prod/ed/picture/q2jk097k/f55d42a8518c5ee22d1698e39d20bd784b477c8e.jpg
Joli appartement a louer fenetre mermoz,"Mermoz, Dakar",200.0,2500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4c3c74cd059760b3512c9828f75636ca/-/horizon-files-prod/ed/picture/qpdgg8dj/c43e7e3e4b87571b03210ebacfbf5b2372e2e3f1.jpg
Appartement de standing 4 chambres à louer à ouest foire,"Ouest Foire, Dakar",175.0,450000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/89c74bab5a22c92797eaeffc36f77bb9/-/horizon-files-prod/ed/picture/qenrr294/98de24a25cafb6b90dfc22ddd0b458359b3479f6.jpg
Joli duplex habitation ou bureau,"Almadies, Dakar",250.0,900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5a1ed4b87655398051f9d3545bfad4d0/-/horizon-files-prod/ed/picture/qv4wg5vk/2dd2e3de318f9ea9ddd68f27a6bbf9c834823336.jpg
Cité keur gorgui apparemment f3 au 1er étage,"Cité Keur Gorgui, Dakar",120.0,500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c21edafdd1440796af2828ffdae9c4d8/-/horizon-files-prod/ed/picture/q56ppgp6/ec1b4b2e0e641d499410a749bf163461f5ead5b6.jpg
A louer un appt de 03 ch,"Sacré-Cœur, Dakar",,400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/97d766df45a45d4c0432a7c31e5b6b7f/-/horizon-files-prod/ed/picture/q0gkkd4d/3994266e5e5c7cd70351f832d2e44f2c0d1e8f2b.jpg
Mermoz-fann : luxueux appartement a louer,"Mermoz, Dakar",207.0,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5a6eeef59f8a04434707e5cccae83552/-/horizon-files-prod/ed/picture/q9mk972v/67dccd779acceb400dda9e133fc6510a2c9cd86b.jpg
